      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,      28,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,   13352,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,    2395,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,   10802,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626,    2626
    2807,    2807,    2807,   10578,   10578,    2807,    2807,    2807,   10578,   10578,    2807,    2807,    2807,   10578,   10578,    2807,    2807,    2807,    2807,   10578,    2807,    2807,    2807,    9554,    9554,    2807,    2807,    2807,   13315,    9554,    2807,    2807,    2807,   11480,    9554,    2807,    2807,    2807,    2807,    9554,    2807,    2807,    2807,    7499,    7499,    2807,    2807,    2807,    7499,    7499,    2807,    2807,    2807,    7499,    7499,    2807,    2807,    2807,    7499,    7499,    2807,    2807,    2807,    4044,    4044,    2807,    2807,    2807,    4044,    4044,    2807,    2807,    2807,    4044,    4044,    2807,    2807,    2807,    2807,    4044,    2807,    2807,    2807,   11419,    7161,    2807,    2807,    2807,   11419,    7161,    2807,    2807,    2807,    4380,    7161,    2807,    2807,    2807,    2807,    7161
    8022,    8022,    8022,   11408,   11408,    8022,    8022,    8022,   11408,   11408,    5923,    5923,    5923,   11408,   11408,    5923,    5923,    5923,   10578,   11408,    8022,    8022,    5923,   13315,    9548,    8022,    8022,    8022,    9554,    9548,    8022,    8022,    5923,    9554,    9548,    5923,    5923,    5923,    9554,    9548,    8022,    8022,    8022,    6851,    6851,    8022,    8022,    8022,    6851,    6851,    5923,    5923,    5923,    6851,    6851,    5923,    5923,    5923,    6851,    6851,    8022,    8022,    8022,   11044,   11044,    8022,    8022,    8022,    2807,   11044,    5923,    5923,    5923,    2807,    2807,    5923,    5923,    5923,    4044,    2807,    8022,    8022,    8022,    9762,    7471,    8022,    8022,    8022,    9762,    7471,    8022,    8022,    8022,    6144,    7471,    5923,    5923,    5923,    4380,    9762
    5923,    5923,    5923,   11057,   11057,    5923,    5923,    5923,   11057,   11057,    8022,    8022,    8022,   11057,   11057,    4619,    4619,    4619,   11408,   11057,    5923,    5923,    8022,   10004,   10004,    5923,    5923,    5923,   10004,   10004,    5923,    5923,    8022,    9548,   10004,    8654,    8654,    8654,    9548,   10004,    5923,    5923,    5923,    5611,    5611,    5923,    5923,    5923,    5611,    5611,    8022,    8022,    8022,    5611,    5611,    4619,    4619,    4619,    5611,    5611,    5923,    5923,    5923,   11346,   11346,    5923,    5923,    5923,    5923,   11346,    8022,    8022,    8022,    5923,    8654,    4619,    4619,    4619,    5923,    5298,    5923,    5923,    5923,    7161,   11419,    5923,    5923,    5923,    7161,   11534,    5923,    5923,    5923,    6853,    9762,    5298,    5298,    4619,    6144,   10852
    8654,    8654,    8654,     571,     571,    8654,    8654,    8654,     571,     571,    8654,    8654,    8654,    2094,     571,    5298,    5298,    5298,     571,     571,    8654,    8654,    8654,    9548,   12336,    8654,    8654,    8654,    9548,   12336,    8654,    8654,    8654,   10004,   12336,    5298,    5298,    5298,   10004,   12336,    4619,    4619,    8654,    8224,    8224,    4619,    4619,    8654,    5853,    5853,    8654,    8654,    8654,    5853,    8493,    5298,    5298,    5298,    8493,    8493,    8654,    8654,    8654,     238,     238,    8654,    8654,    8654,    8022,     238,    8654,    8654,    8654,    8022,    5298,    5298,    5298,    5298,    5298,    8654,    2356,    2356,    8654,    7471,    9762,    2356,    2356,    4619,    7471,    9762,    2356,    2356,    2356,     213,   10852,    8022,    8022,    5298,     213,    7471
    2356,    2356,    2356,    2094,    2094,    2356,    2356,    2356,    2094,    2094,    2356,    2356,    5298,     571,    2094,    8654,    8654,    8654,    2094,    2094,    2356,    2356,    2356,   12336,   10866,    2356,    2356,    2356,   12336,   10866,    5298,    5298,    5298,   12336,   10866,    8022,    8022,    8022,   12336,   10866,    2356,    8654,    2356,    8493,    8493,    2356,    2356,    2356,    8224,    8224,    2356,    2356,    2356,    8493,    5853,    8654,    8654,    8654,    5853,    5853,    2356,    2356,    2356,    9478,    9478,    2356,    2356,    2356,    8654,     281,    2356,    2356,    5298,    8654,    5923,    8654,    8654,    8654,    8654,    2356,    4619,    4619,    2356,   11534,   11476,    4619,    4619,    2356,   11534,   10852,    5298,    5298,    4619,    5051,    8083,    2356,    2356,    2356,    5051,   11476
    4619,    4619,    4619,   10295,   10295,    4619,    4619,    4619,   10295,   10295,    5298,    5298,    4619,   10295,   10295,    2356,    2356,    2356,   11057,   10295,    5298,    5298,    4619,   10866,     418,    5298,    5298,    5298,    4958,     418,    2356,    2356,    2356,   10866,     418,    2356,    2356,    2356,    4619,     418,    8654,    2356,    4619,    5853,    5853,    8654,    8654,    4619,    8493,    8493,    5298,    5298,    5298,    8224,    8224,    2356,    2356,    2356,    8224,    8224,    4619,    4619,    4619,     281,     281,    4619,    4619,    4619,    5298,    2527,    5298,    5298,    4619,    5298,    2356,    2356,    2356,    2356,    8022,    6913,    5298,    5298,    4619,   10852,   10852,    5298,    5298,    8654,   10852,   11476,    4619,    4619,    5298,   12558,   11476,    4619,    4619,    8022,   12558,    5450
    5298,    5298,    2261,   11371,     812,    5298,    5298,    5298,     812,     812,    4619,    4619,    2356,     812,     812,    8022,    8022,    8022,   10295,     812,    2261,    2261,    2706,     418,    1419,    2261,    2261,    2261,     757,    1419,    2261,    2261,    2261,     418,    1419,    2261,    2261,    4619,     342,    1419,    5298,    5298,    2261,   11322,   11322,    5298,    5298,    5298,    8922,    8922,    4619,    4619,    4619,   11322,   11322,    8022,    8022,    8022,    8922,    8922,    5298,    5298,    2261,    2527,    2527,    5298,    5298,    5298,    4619,    9478,    4619,    4619,    2356,    2356,    4619,    8022,    8022,    8022,    2356,   13278,    2261,    2706,    2261,   11476,   11534,    2706,    2706,    5298,   11476,    5450,    2261,    2261,    8654,    9557,    5450,    8654,    8654,    8654,    9557,     213
    2261,    2261,    5298,     812,   12955,    2261,    2261,    2261,   12955,   12955,    2706,    2706,    2706,   12955,   12955,    2706,    2706,    2038,     812,   12955,    2038,    2038,    5298,    1419,   13315,    2038,    2038,    4619,    1470,    4958,    2038,    2038,    4619,    1419,    4958,    8188,    4619,    2038,   10424,    4958,    2261,    2261,    5298,    8922,    8922,    2706,    2706,    2706,   11322,   11322,    2706,    2706,    2706,    8922,    8922,    2261,    2706,    2038,   11322,   11322,    2261,    2261,    5298,    9278,    9278,    2706,    2706,    2261,   13352,    9278,    2261,    2261,    2261,    4619,   10424,    2706,    2706,    2038,    4619,    9327,    2038,    2038,    5298,     213,    5450,    2038,    2038,    2261,     213,     213,    8654,    8654,    2261,    2375,     213,    2706,    2706,    2038,    5913,    8083
    2038,    2038,    2038,   12955,   11371,    2038,    2038,    2038,   11371,   11371,    2038,    2038,    2038,   11371,   10857,    2304,    2304,    2304,   12955,   10857,    2304,    2304,    2038,    4958,    4958,    2304,    2304,    2038,    1975,     757,    2304,    2304,    2304,    4958,     757,    4619,    8188,    2304,   10882,     757,    2038,    2038,    2038,    2807,    2807,    2038,    2038,    2038,    2807,    2807,    2038,    2038,    2038,    2807,    2807,    2304,    8188,    2304,    2807,    2807,    2038,    2038,    2038,      18,      18,    2038,    2038,    2038,   13315,      18,    2038,    2038,    2038,     342,   10882,    8188,    8188,    2304,     342,    6115,    8654,    8654,    2038,    8083,     213,    8654,    8654,    2038,    8083,    8083,    2038,    2038,    2038,    5913,   11534,    2787,    2787,    2304,    2375,    9557
    2304,    2304,    2304,   10857,   10857,    2304,    2304,    2304,   10857,   10857,    2304,    2304,    2304,   10857,   11371,    2787,    2787,    2493,   10857,   11421,    2787,    2787,    2304,     757,     757,    2787,    2787,    2304,    2082,    1470,    2787,    2787,    2038,     757,    1470,    2787,    2787,    2787,   12152,    1470,    2304,    2304,    2304,    5923,    5298,    2304,    2304,    2304,    5923,    8654,    2304,    2304,    2304,    5923,    8654,    2787,    2787,    2493,    5923,    5298,    2304,    2304,    2304,    7292,    7292,    2304,    2304,    2304,    9554,    7292,    2304,    2304,    2304,    2838,   12152,    2787,    2787,    2493,   10424,   11527,    2787,    2787,    2304,    5450,    5051,    2787,    2787,   10401,    5450,    5051,    2787,    2787,    2304,    5399,    9557,   10401,   10401,    2787,    5399,    5051
    2787,    2787,   10401,   11421,   11421,    2787,    2787,    2787,   11421,   10728,    2787,    2787,    2787,   11421,   10728,   10401,   10401,   10401,   11371,   10728,   10401,   10401,   10401,    1470,    1975,   10401,   10401,    2787,   11136,    1975,    4619,    4619,    2787,    1470,    1975,     945,     945,   10401,   11619,    1975,    2787,    2787,   10401,    4619,    2304,    2787,    2787,    2787,    8022,    5298,    2787,    2787,    2787,    8022,    5298,   10401,   10401,   10401,    8654,    8654,    2787,    2787,   10401,   12616,   12616,    2787,    2787,    2787,   10004,   12616,    2787,    2787,    2787,    9583,   11619,   10401,   10401,   10401,   10882,   12979,   10401,   10401,   10401,    5051,    9557,   10401,   10401,    2304,    2375,    9557,   10401,   10401,    2787,    8118,    5051,     945,     945,   10401,    5906,    2375
   10401,   10401,    2787,   10728,   10728,   10401,   10401,   10401,   10728,   11421,   10401,   10401,   10401,   10728,   11421,     945,     945,     945,   10728,   10677,    4619,    4619,    2787,    1975,    1470,    4619,    4619,   10401,    1984,    2082,   10401,   10401,   10401,    1975,    2082,   10401,   10401,     945,   10546,    2082,   10401,   10401,    7499,   13352,    5923,   10401,   10401,   10401,    8654,    5923,   10401,   10401,   10401,    8654,    5923,     945,     945,     945,    5298,    2356,   10401,   10401,    2787,    5702,    5702,   10401,   10401,   10401,    9548,    5702,   10401,   10401,   10401,   13358,   10546,     945,     945,     945,   12152,   13681,    8539,    3205,    2787,    9557,    8083,    8539,    2304,    2787,    5051,   11419,    2304,    2304,   10401,   10190,    2375,    8188,    8188,     945,    7161,    5143
    8539,    8539,    5471,   10818,   10818,    8539,    8539,    3987,   10818,   10818,     200,     200,     200,   10818,   10818,     200,     200,    6539,   11421,   10818,    8539,    8539,    5471,    2082,    2082,     200,     200,    3987,     541,   11136,     200,     200,     200,    2082,   11136,     200,     200,    6539,   11633,   11136,    8539,    8539,    6851,   10004,    2356,    8539,    8539,    3205,    5298,    2356,     200,     200,    3205,    5298,    2356,     200,     200,    6539,    4619,    6913,    8539,    8539,    5471,    2524,    2524,    8539,    8539,    3987,   10866,    2524,     200,     200,     200,   10424,   11633,     200,     200,    6539,   11619,    4643,     200,    2304,    5471,    2375,    7409,     200,     200,    3205,   12453,    2375,     200,     200,     200,    5906,    4904,     200,     200,    6539,    7471,   12453
